name,url,category,tags,key_terms
what is cel,https://commons.princeton.edu/inclusivepedagogy/wp-content/uploads/sites/17/2016/07/freire_pedagogy_of_the_oppresed_ch2-3.pdf,pdf,"equity, students, pedagogy",banking education
